danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.7490000000000001,0.907,7,-6.997000000000001,0,0.0521,0.0056799999999999,0.482,0.102,0.51,124.016,audio_features,4ER5xvceBC2zkZnXFsrk1K,spotify:track:4ER5xvceBC2zkZnXFsrk1K,https://api.spotify.com/v1/tracks/4ER5xvceBC2zkZnXFsrk1K,https://api.spotify.com/v1/audio-analysis/4ER5xvceBC2zkZnXFsrk1K,216774,4,techhouse,,1531.0,Dirtybird Players
0.522,0.964,6,-5.231,0,0.0658,0.000211,0.6990000000000001,0.42,0.221,148.025,audio_features,0yADro8UW3361CYXu2JEC4,spotify:track:0yADro8UW3361CYXu2JEC4,https://api.spotify.com/v1/tracks/0yADro8UW3361CYXu2JEC4,https://api.spotify.com/v1/audio-analysis/0yADro8UW3361CYXu2JEC4,480000,4,psytrance,,10752.0,PsyTrance 2020 felipe
0.515,0.994,8,-4.355,1,0.0851,0.0301,7.85e-06,0.112,0.334,150.011,audio_features,6qeWUcZ3QsV3kwsz1SfpjP,spotify:track:6qeWUcZ3QsV3kwsz1SfpjP,https://api.spotify.com/v1/tracks/6qeWUcZ3QsV3kwsz1SfpjP,https://api.spotify.com/v1/audio-analysis/6qeWUcZ3QsV3kwsz1SfpjP,240024,4,hardstyle,,19516.0,Best Hardstyle ever made
0.423,0.975,5,-5.104,0,0.079,0.000318,0.682,0.112,0.321,173.982,audio_features,1eiTzMJfjViuOX1TA3ySuW,spotify:track:1eiTzMJfjViuOX1TA3ySuW,https://api.spotify.com/v1/tracks/1eiTzMJfjViuOX1TA3ySuW,https://api.spotify.com/v1/audio-analysis/1eiTzMJfjViuOX1TA3ySuW,264828,4,dnb,,16273.0,Drum and Bass 2020
0.594,0.948,7,-6.114,1,0.0495,7.759999999999999e-05,0.728,0.615,0.542,146.987,audio_features,4PSNSU6uYAsBkxfpB0t0Xh,spotify:track:4PSNSU6uYAsBkxfpB0t0Xh,https://api.spotify.com/v1/tracks/4PSNSU6uYAsBkxfpB0t0Xh,https://api.spotify.com/v1/audio-analysis/4PSNSU6uYAsBkxfpB0t0Xh,457555,4,psytrance,,9723.0,Psytrance Can
0.825,0.7709999999999999,8,-5.695,1,0.0674,0.00351,0.005,0.0776,0.6609999999999999,130.04399999999998,audio_features,3BbAVLfkhtY237ORPUj3wX,spotify:track:3BbAVLfkhtY237ORPUj3wX,https://api.spotify.com/v1/tracks/3BbAVLfkhtY237ORPUj3wX,https://api.spotify.com/v1/audio-analysis/3BbAVLfkhtY237ORPUj3wX,240002,4,techhouse,,1624.0,Dirtybird Players
0.8240000000000001,0.745,11,-5.49,0,0.0755,0.0467,3.2899999999999987e-05,0.198,0.888,125.013,audio_features,7dsImih2L25fa6qjNphBI7,spotify:track:7dsImih2L25fa6qjNphBI7,https://api.spotify.com/v1/tracks/7dsImih2L25fa6qjNphBI7,https://api.spotify.com/v1/audio-analysis/7dsImih2L25fa6qjNphBI7,210547,4,techhouse,,2170.0,Tech house
0.28,0.821,8,-2.864,0,0.111,0.1669999999999999,0.0,0.139,0.254,181.444,audio_features,3YeJXuRSNS5FYwOsDu44kD,spotify:track:3YeJXuRSNS5FYwOsDu44kD,https://api.spotify.com/v1/tracks/3YeJXuRSNS5FYwOsDu44kD,https://api.spotify.com/v1/audio-analysis/3YeJXuRSNS5FYwOsDu44kD,256163,3,Dark Trap,Dark Knight Dummo (Feat. Travis Scott),,
0.611,0.654,2,-10.329,0,0.198,0.0838,4.5e-05,0.5379999999999999,0.2789999999999999,151.982,audio_features,4Tz8qjDoj7282vlxGm3K7n,spotify:track:4Tz8qjDoj7282vlxGm3K7n,https://api.spotify.com/v1/tracks/4Tz8qjDoj7282vlxGm3K7n,https://api.spotify.com/v1/audio-analysis/4Tz8qjDoj7282vlxGm3K7n,145319,4,Underground Rap,Motorola,,
0.682,0.858,6,-6.562,0,0.053,0.00032,0.875,0.29,0.226,144.006,audio_features,1JamjYmtpdme9TpnkWfsMT,spotify:track:1JamjYmtpdme9TpnkWfsMT,https://api.spotify.com/v1/tracks/1JamjYmtpdme9TpnkWfsMT,https://api.spotify.com/v1/audio-analysis/1JamjYmtpdme9TpnkWfsMT,480009,4,psytrance,,10434.0,PSYTRANCE BANGERS best new 2020
0.665,0.609,1,-8.187999999999999,1,0.0468,0.11,1.28e-05,0.555,0.387,188.904,audio_features,5Qf8EAiFByACnNWkDSiFrd,spotify:track:5Qf8EAiFByACnNWkDSiFrd,https://api.spotify.com/v1/tracks/5Qf8EAiFByACnNWkDSiFrd,https://api.spotify.com/v1/audio-analysis/5Qf8EAiFByACnNWkDSiFrd,214600,4,RnB,Fallen,,
0.637,0.916,1,-2.897,1,0.07,0.00334,3.950000000000001e-05,0.387,0.665,154.964,audio_features,4PvxOAlNUhzQF1q1GYyObS,spotify:track:4PvxOAlNUhzQF1q1GYyObS,https://api.spotify.com/v1/tracks/4PvxOAlNUhzQF1q1GYyObS,https://api.spotify.com/v1/audio-analysis/4PvxOAlNUhzQF1q1GYyObS,145552,4,hardstyle,,18554.0,Best of Hardstyle 2020
0.655,0.487,6,-7.987999999999999,1,0.033,0.0347,0.897,0.271,0.0454,139.914,audio_features,0ytvsZOerGzUWfHXVT2Sgy,spotify:track:0ytvsZOerGzUWfHXVT2Sgy,https://api.spotify.com/v1/tracks/0ytvsZOerGzUWfHXVT2Sgy,https://api.spotify.com/v1/audio-analysis/0ytvsZOerGzUWfHXVT2Sgy,205766,4,Hiphop,Eternal Youth,,
0.674,0.8590000000000001,7,-4.612,0,0.0355,0.0303,0.862,0.104,0.0549,111.002,audio_features,2v3XiXADdx9wcmoLqzkyX7,spotify:track:2v3XiXADdx9wcmoLqzkyX7,https://api.spotify.com/v1/tracks/2v3XiXADdx9wcmoLqzkyX7,https://api.spotify.com/v1/audio-analysis/2v3XiXADdx9wcmoLqzkyX7,179465,4,Dark Trap,MISFORTUNE,,
0.8490000000000001,0.8190000000000001,11,-7.239,0,0.214,0.00284,0.113,0.476,0.336,126.004,audio_features,4goqkOMAApatP531iZ9VOd,spotify:track:4goqkOMAApatP531iZ9VOd,https://api.spotify.com/v1/tracks/4goqkOMAApatP531iZ9VOd,https://api.spotify.com/v1/audio-analysis/4goqkOMAApatP531iZ9VOd,360525,4,techhouse,,582.0,Dirtybird House
0.703,0.974,1,-4.437,1,0.161,0.188,0.0173,0.0971,0.3229999999999999,140.014,audio_features,7bLc8V0rM9aFU1FCiEXUxl,spotify:track:7bLc8V0rM9aFU1FCiEXUxl,https://api.spotify.com/v1/tracks/7bLc8V0rM9aFU1FCiEXUxl,https://api.spotify.com/v1/audio-analysis/7bLc8V0rM9aFU1FCiEXUxl,128500,4,Trap Metal,MINDBROKEFREE,,
0.596,0.913,1,-7.392,0,0.0682,0.000272,0.45,0.248,0.902,173.93900000000005,audio_features,7E8WfFkMzg7NfnphDhUx6G,spotify:track:7E8WfFkMzg7NfnphDhUx6G,https://api.spotify.com/v1/tracks/7E8WfFkMzg7NfnphDhUx6G,https://api.spotify.com/v1/audio-analysis/7E8WfFkMzg7NfnphDhUx6G,335124,4,dnb,,15364.0,Liqduicity Drum & Bass
0.631,0.655,6,-9.28,1,0.0315,0.000601,0.0194,0.116,0.251,140.1,audio_features,6bnyF7IYFn1qjsHSW80OAz,spotify:track:6bnyF7IYFn1qjsHSW80OAz,https://api.spotify.com/v1/tracks/6bnyF7IYFn1qjsHSW80OAz,https://api.spotify.com/v1/audio-analysis/6bnyF7IYFn1qjsHSW80OAz,283253,4,trap,,13974.0,I'm a fucking Headbanger
0.4579999999999999,0.84,1,-6.63,1,0.298,0.675,0.0227,0.351,0.544,148.957,audio_features,60B1cHegWiJiUMFYhtLkrp,spotify:track:60B1cHegWiJiUMFYhtLkrp,https://api.spotify.com/v1/tracks/60B1cHegWiJiUMFYhtLkrp,https://api.spotify.com/v1/audio-analysis/60B1cHegWiJiUMFYhtLkrp,206329,4,Dark Trap,Hallow,,
0.66,0.805,11,-8.83,0,0.0481,0.000609,0.89,0.109,0.039,128.029,audio_features,0pkpcoJXsRayal7smEKz8j,spotify:track:0pkpcoJXsRayal7smEKz8j,https://api.spotify.com/v1/tracks/0pkpcoJXsRayal7smEKz8j,https://api.spotify.com/v1/audio-analysis/0pkpcoJXsRayal7smEKz8j,360469,4,techno,,5333.0,Dark Techno
0.659,0.982,2,-4.509,1,0.0554,3.26e-05,0.7140000000000001,0.252,0.334,144.986,audio_features,2lHOxFZSTtn9gGO9DAXGhM,spotify:track:2lHOxFZSTtn9gGO9DAXGhM,https://api.spotify.com/v1/tracks/2lHOxFZSTtn9gGO9DAXGhM,https://api.spotify.com/v1/audio-analysis/2lHOxFZSTtn9gGO9DAXGhM,374128,4,psytrance,,11751.0,Psytrance: Full on New Releases 2020
0.623,0.7509999999999999,5,-5.944,1,0.0634,0.011,0.835,0.135,0.329,174.104,audio_features,24eQivycRhmnVC6pIc4RWH,spotify:track:24eQivycRhmnVC6pIc4RWH,https://api.spotify.com/v1/tracks/24eQivycRhmnVC6pIc4RWH,https://api.spotify.com/v1/audio-analysis/24eQivycRhmnVC6pIc4RWH,238500,4,dnb,,16449.0,Liquid Drum & Bass
0.813,0.6459999999999999,4,-4.901,1,0.263,0.00271,0.0,0.191,0.375,77.518,audio_features,5lf3ajySox32qFvGEf2TFM,spotify:track:5lf3ajySox32qFvGEf2TFM,https://api.spotify.com/v1/tracks/5lf3ajySox32qFvGEf2TFM,https://api.spotify.com/v1/audio-analysis/5lf3ajySox32qFvGEf2TFM,173437,4,Rap,Southside,,
0.862,0.5579999999999999,9,-8.683,1,0.0863,0.000624,0.00185,0.0317,0.452,127.005,audio_features,2KVv2zAjDHxymySY5EIaAz,spotify:track:2KVv2zAjDHxymySY5EIaAz,https://api.spotify.com/v1/tracks/2KVv2zAjDHxymySY5EIaAz,https://api.spotify.com/v1/audio-analysis/2KVv2zAjDHxymySY5EIaAz,364250,4,techhouse,,2576.0,Beatoirt Best New Tech House
0.939,0.742,11,-7.376,0,0.229,0.0111,0.272,0.107,0.339,126.01,audio_features,6a1bo3XU417Y4Ke5JpV1Xu,spotify:track:6a1bo3XU417Y4Ke5JpV1Xu,https://api.spotify.com/v1/tracks/6a1bo3XU417Y4Ke5JpV1Xu,https://api.spotify.com/v1/audio-analysis/6a1bo3XU417Y4Ke5JpV1Xu,382857,4,techno,,4880.0,Techno
0.522,0.518,5,-10.995,0,0.0295,0.0422,0.877,0.0763,0.0391,219.982,audio_features,1wcF6EzlLzhjDcPLX3mP06,spotify:track:1wcF6EzlLzhjDcPLX3mP06,https://api.spotify.com/v1/tracks/1wcF6EzlLzhjDcPLX3mP06,https://api.spotify.com/v1/audio-analysis/1wcF6EzlLzhjDcPLX3mP06,298827,4,Dark Trap,It's All the Same Song,,
0.589,0.911,7,-7.113,1,0.0466,0.000143,0.725,0.395,0.0602,128.01,audio_features,60T6sRkVjUyMCtCyz8tJgR,spotify:track:60T6sRkVjUyMCtCyz8tJgR,https://api.spotify.com/v1/tracks/60T6sRkVjUyMCtCyz8tJgR,https://api.spotify.com/v1/audio-analysis/60T6sRkVjUyMCtCyz8tJgR,255469,4,techno,,4648.0,Techno Bangers: Bunker Style
0.7120000000000001,0.515,10,-6.004,0,0.0857,0.2339999999999999,0.0,0.205,0.563,160.0,audio_features,2Jh3UqxnHJMyzMzku4uOtE,spotify:track:2Jh3UqxnHJMyzMzku4uOtE,https://api.spotify.com/v1/tracks/2Jh3UqxnHJMyzMzku4uOtE,https://api.spotify.com/v1/audio-analysis/2Jh3UqxnHJMyzMzku4uOtE,201920,4,Underground Rap,Feeling,,
0.8059999999999999,0.976,10,-5.45,0,0.0579,0.0005139999999999,0.5489999999999999,0.0248,0.42,124.019,audio_features,6tCR68x3Y9CTRTsHn4REV6,spotify:track:6tCR68x3Y9CTRTsHn4REV6,https://api.spotify.com/v1/tracks/6tCR68x3Y9CTRTsHn4REV6,https://api.spotify.com/v1/audio-analysis/6tCR68x3Y9CTRTsHn4REV6,376101,4,techhouse,,2842.0,Tech House
0.335,0.963,9,0.1,1,0.412,0.00973,0.0695,0.361,0.0636,150.02,audio_features,65ZGrd2jF1qIzpYyCmiyWQ,spotify:track:65ZGrd2jF1qIzpYyCmiyWQ,https://api.spotify.com/v1/tracks/65ZGrd2jF1qIzpYyCmiyWQ,https://api.spotify.com/v1/audio-analysis/65ZGrd2jF1qIzpYyCmiyWQ,246423,4,trap,,13062.0,HEADBANGERS:Dubstep/Riddim
0.289,0.77,11,-8.716000000000001,0,0.0522,0.103,0.000184,0.0999,0.151,137.871,audio_features,4U13AdT6F5W737xePAdgog,spotify:track:4U13AdT6F5W737xePAdgog,https://api.spotify.com/v1/tracks/4U13AdT6F5W737xePAdgog,https://api.spotify.com/v1/audio-analysis/4U13AdT6F5W737xePAdgog,216907,4,trance,,7152.0,Top Trance Songs EVER
0.6579999999999999,0.8320000000000001,2,-1.867,1,0.179,0.00602,0.7929999999999999,0.6579999999999999,0.0634,171.99,audio_features,3anCWDMv5nABJd9aOwClRy,spotify:track:3anCWDMv5nABJd9aOwClRy,https://api.spotify.com/v1/tracks/3anCWDMv5nABJd9aOwClRy,https://api.spotify.com/v1/audio-analysis/3anCWDMv5nABJd9aOwClRy,290535,4,dnb,,16462.0,UKF Drum & Bass - All Uploads
0.8759999999999999,0.653,1,-5.329,1,0.0778,0.00149,0.0,0.0944,0.128,127.927,audio_features,4mKXzcEHhm4TAPz9FpN66Z,spotify:track:4mKXzcEHhm4TAPz9FpN66Z,https://api.spotify.com/v1/tracks/4mKXzcEHhm4TAPz9FpN66Z,https://api.spotify.com/v1/audio-analysis/4mKXzcEHhm4TAPz9FpN66Z,120059,3,Underground Rap,King Cobra (Drippin'),,
0.64,0.8190000000000001,7,-4.1080000000000005,1,0.455,0.5329999999999999,0.0,0.156,0.623,166.012,audio_features,0D21XvHcVsIvJM6FcGY2BT,spotify:track:0D21XvHcVsIvJM6FcGY2BT,https://api.spotify.com/v1/tracks/0D21XvHcVsIvJM6FcGY2BT,https://api.spotify.com/v1/audio-analysis/0D21XvHcVsIvJM6FcGY2BT,234526,4,Rap,OOOUUU,,
0.58,0.933,2,-3.57,0,0.0578,0.00929,0.0754,0.0908,0.47,172.998,audio_features,2ccIGrJHrhdO2uBiQFu1bQ,spotify:track:2ccIGrJHrhdO2uBiQFu1bQ,https://api.spotify.com/v1/tracks/2ccIGrJHrhdO2uBiQFu1bQ,https://api.spotify.com/v1/audio-analysis/2ccIGrJHrhdO2uBiQFu1bQ,321950,4,dnb,,17221.0,Liquid Drum and Bass
0.818,0.867,4,-2.067,0,0.155,0.103,0.00965,0.201,0.213,155.07,audio_features,5MeTDU1W7icsRqU1ENIN7q,spotify:track:5MeTDU1W7icsRqU1ENIN7q,https://api.spotify.com/v1/tracks/5MeTDU1W7icsRqU1ENIN7q,https://api.spotify.com/v1/audio-analysis/5MeTDU1W7icsRqU1ENIN7q,99204,4,Dark Trap,Chopstixxx,,
0.649,0.899,7,-9.54,1,0.0384,0.0154,0.772,0.33,0.054,130.003,audio_features,30YKODMiimEOkZIrtVwpu8,spotify:track:30YKODMiimEOkZIrtVwpu8,https://api.spotify.com/v1/tracks/30YKODMiimEOkZIrtVwpu8,https://api.spotify.com/v1/audio-analysis/30YKODMiimEOkZIrtVwpu8,401750,4,techno,,3206.0,Best New Techno - When We Dip
0.823,0.473,1,-8.366,1,0.23,0.0343,0.0,0.0828,0.249,145.976,audio_features,5iDtDL9mQTSHv1w28AmtBw,spotify:track:5iDtDL9mQTSHv1w28AmtBw,https://api.spotify.com/v1/tracks/5iDtDL9mQTSHv1w28AmtBw,https://api.spotify.com/v1/audio-analysis/5iDtDL9mQTSHv1w28AmtBw,125753,3,Underground Rap,WTF,,
0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,audio_features,01Lr5YepbgjXAWR9iOEyH1,spotify:track:01Lr5YepbgjXAWR9iOEyH1,https://api.spotify.com/v1/tracks/01Lr5YepbgjXAWR9iOEyH1,https://api.spotify.com/v1/audio-analysis/01Lr5YepbgjXAWR9iOEyH1,246213,4,Dark Trap,Love Sosa,,
